"TIME","GEO","INDIC_ED","UNIT","Value"
"2009","Albania","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage",":"
"2009","Albania","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage",":"
"2009","Albania","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage",":"
"2009","Albania","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage",":"
"2009","Turkey","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":"
"2009","Turkey","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":"
"2009","Turkey","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":"
"2009","Turkey","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":"
"2009","Turkey","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":"
"2009","Turkey","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage",":"
"2009","Turkey","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage",":"
"2009","Turkey","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage",":"
"2009","Turkey","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage",":"
"2009","Turkey","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage",":"
"2009","Turkey","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage",":"
"2009","Turkey","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage",":"
"2010","Belgium","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.58"
"2010","Belgium","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.55"
"2010","Belgium","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.80"
"2010","Belgium","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.46"
"2010","Belgium","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.78"
"2010","Belgium","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","6.26"
"2010","Belgium","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.32"
"2010","Belgium","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","12.49"
"2010","Belgium","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","11.88"
"2010","Belgium","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.61"
"2010","Belgium","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.34"
"2010","Belgium","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","6.46"
"2010","Bulgaria","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.10"
"2010","Bulgaria","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.80"
"2010","Bulgaria","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.76"
"2010","Bulgaria","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.61"
"2010","Bulgaria","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.92"
"2010","Bulgaria","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","3.35"
